SNAME,SUBNATIONS_SRANKS
Minuartia michauxii var. michauxii,"AK(SU), AL(SNR), AR(S4), CT(SNR), DE(SX), IA(SNR), IL(SNR), IN(S2), KY(SNR), MA(SNR), MD(SNR), MI(SNR), MN(SNR), MO(SNR), NH(SNR), NJ(SH), NY(S4), OH(SNR), OR(SNR), PA(SNR), RI(S1), TX(SNR), VA(SNR), VT(SNR), WA(SNR), WI(SNR), WV(S2), AB(SNR), BC(SNR), NU(SNR), ON(SNR), QC(SNR)"
Minuartia patula,"AL(SNR), AR(SNR), GA(SNR), IL(S1), IN(SNR), KS(SNR), KY(S4), LA(SNR), ME(SNR), MN(SNR), MO(SNR), MS(S3S4), OH(S1), OK(SNR), PA(SNR), TN(SNR), TV(SNR), TX(SNR), VA(S2), WI(SNR)"
Minuartia patula var. patula,"AL(SNR), AR(SNR), GA(SNR), IL(SNR), IN(S1), KS(SNR), KY(S3S4), LA(SNR), MN(SNR), MO(S3), OH(SNR), OK(SNR), PA(SNR), TN(SNR), TX(SNR), VA(S3), WI(SNR)"
Mirabilis albida,"AL(S2), AR(SNR), GA(S1?), IA(S3), IL(SNA), IN(SNA), KS(SNR), KY(SH), LA(S2), MA(SNR), MI(SNA), MN(SNR), MO(SNR), MS(SNR), MT(SU), ND(SNR), NE(S1), NM(SNR), OH(SNR), OK(SNR), PA(SNR), SC(SNR), TN(S2), TV(SNR), TX(S3), QC(SNA), SK(SNR)"
Mitchella repens,"AL(SNR), AR(SNR), CT(SNR), DC(S5), DE(S5), FL(SNR), GA(SNR), GS(P5), IA(S1), IL(SNR), IN(SNR), KY(S5), LA(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MS(SNR), NC(S5), NH(SNR), NJ(S5), NY(S5), OH(SNR), OK(S2S3), PA(SNR), RI(SNR), SC(SNR), TN(SNR), TX(SNR), VA(SNR), VT(SNR), WI(SNR), WV(S5), NB(S5), NF(S2), NS(S5), ON(S5), PE(S1S2), QC(S4S5)"
Mitella diphylla,"AL(S1), AR(S2), CT(SNR), DC(SNR), DE(S2), GA(S4), GS(P4), IA(S4), IL(SNR), IN(SNR), KY(S5), MA(SNR), MD(SNR), MI(SNR), MN(SNR), MO(SNR), MS(SNR), NC(S3), NH(SNR), NJ(S4), NY(S5), OH(SNR), PA(SNR), SC(S1), TN(SNR), TV(SNR), VA(SNR), VT(SNR), WI(SNR), WV(S5), ON(S5), QC(S4)"
Mitella nuda,"AK(S2), CT(S3), IA(S1), ID(SNR), MA(SNR), ME(SNR), MI(SNR), MN(SNR), MT(S4), ND(S3), NH(SNR), NY(S4), OH(SNR), PA(S1), VT(SNR), WA(SNR), WI(SNR), AB(S5), BC(S5), LB(S2), MB(S5), NB(S5), NF(S5), NS(S5), NT(SNR), NU(SNR), ON(S5), PE(S5), QC(S4S5), SK(S5), YT(S3)"
Modiola caroliniana,"AL(SNR), AR(SNR), AZ(SNR), CA(SNR), DE(SNA), FL(SNR), GA(SNR), HI(SNA), LA(SNR), MA(SNR), MS(SNR), NC(S2), NJ(SNR), OK(S2), OR(SNR), PA(SNR), SC(SNR), TN(SNR), TX(SNR), VA(SNA)"
Moehringia lateriflora,"AK(SNR), CO(SNR), CT(SNR), IA(S4), ID(SNR), IL(S3?), IN(SNR), MA(SNR), MD(S1), ME(SNR), MI(SNR), MN(SNR), MO(S2S3), MT(S4), ND(SNR), NE(S3), NH(SNR), NJ(S4), NM(SNR), NV(SNR), NY(S5), OH(S3), OR(SNR), PA(SNR), RI(SNR), SD(SNR), UT(SNR), VA(S1), VT(S3), WA(SNR), WI(SNR), WV(SH), WY(S3), AB(S5), BC(S4), LB(S3S4), MB(S5), NB(S5), NF(S5), NS(S5), NT(SNR), NU(SNR), ON(S5), PE(S5), QC(S4), SK(S5), YT(S5)"
Monarda clinopodia,"AL(S2), CT(SNR), DC(S1S3), DE(S2), GS(P3P4), IL(SNR), IN(SNR), KY(S5), MA(SNR), MD(S3), MO(SH), NC(S5), NJ(SH), NY(S1S2), OH(SNR), PA(SNR), RI(SNR), SC(SNR), TN(SNR), TV(SNR), VA(SNR), VT(SNR), WV(S5)"
Monarda didyma,"CT(SNR), DC(SNR), DE(SNA), GA(S5), GS(P4), IA(SNA), IL(SNA), IN(SNR), KY(S4S5), MA(SNR), MD(SNR), ME(SNR), MI(SX), MO(SNR), NC(S4), NH(SNR), NJ(S2), NY(S5), OH(SNR), OR(SNR), PA(SNR), SC(S2), TN(SNR), VA(SNR), VT(SNR), WA(SNR), WI(SNR), WV(S4), NB(SNA), ON(S3), QC(SNA)"
Monarda fistulosa,"AL(SNR), AR(SNR), AZ(SNR), CO(SNR), CT(SNR), DC(SNR), DE(S1.1), GA(S4?), GS(P3P4), IA(S5), ID(SNR), IL(SNR), IN(SNR), KS(SNR), KY(S5), LA(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MS(SNR), MT(S4S5), NC(S4), ND(SNR), NE(SNR), NH(SNR), NJ(SNR), NM(SNR), NV(SU), NY(SNR), OH(SNR), OK(S4?), OR(SNR), PA(SNR), RI(SNR), SC(SNR), SD(SNR), TN(SNR), TX(SNR), UT(S1), VA(SNR), VT(SNR), WI(SNR), WV(S5), WY(S4), AB(S5), BC(SNR), MB(S5), NB(SNA), NT(SNR), ON(S5), QC(S3), SK(S5)"
Monarda fistulosa ssp. fistulosa,"AL(SNR), AR(SNR), AZ(SNR), CO(SNR), CT(SNR), DC(SNR), GA(SNR), IA(SNR), ID(SNR), IL(SNR), IN(SNR), KS(SNR), KY(SNR), LA(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MS(SNR), MT(SNR), NC(SNR), ND(SNR), NE(SNR), NH(SNR), NJ(SNR), NM(SNR), NV(SU), NY(SNR), OH(SNR), OK(SNR), OR(SNR), PA(SNR), RI(SNR), SC(SNR), SD(SNR), TN(SNR), TX(SNR), UT(SNR), VA(SNR), VT(SNR), WI(SNR), WV(S5), WY(SNR), AB(SNR), BC(SNR), MB(SNR), NT(SNR), ON(SNR), QC(SNR), SK(S5)"
Monarda fistulosa var. fistulosa,"AL(SNR), AR(SNR), CT(SNR), DE(S1), GA(SNR), IA(SNR), IL(SNR), IN(SNR), KY(SNR), LA(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MS(SNR), NC(S4), NH(SNR), NJ(S5), NY(S5), OH(SNR), OK(SNR), PA(SNR), RI(SH), SC(SNR), TN(SNR), TX(SNR), VA(SNR), VT(SNR), WV(S5), ON(S5), QC(S3)"
Monarda fistulosa var. mollis,"AL(SNR), AR(SNR), CT(SNR), DC(SNR), GA(SNR), IA(SNR), IL(SNR), IN(SNR), KS(SNR), KY(SNR), LA(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MS(SNR), NC(S4), ND(SNR), NE(SNR), NH(SNR), NJ(S4), NY(S4S5), OH(SNR), OK(SNR), PA(SNR), RI(SNR), SD(SNR), TN(SNR), TX(SNR), VA(SNR), VT(SNR), WI(SNR), WV(S1), AB(SNR), BC(S4), MB(S4), ON(SNR), QC(SNR), SK(SNR)"
Monarda fistulosa var. rubra,"CT(SNR), GA(SNR), IL(SNR), MA(SNR), ME(SNR), NC(S2?), NH(SNR), NJ(SNR), NY(SNR), PA(SNR), TN(SNR), VA(SNR), WV(SNR)"
Monarda media,"AL(SNR), DE(SNR), GA(SNR), GS(P1P3), IL(SNR), IN(SNR), KY(SNR), MA(SNR), MD(SU), NC(S1?), NJ(SH), NY(S2?), OH(SNR), PA(SNR), RI(SNR), TN(SNR), TV(SNR), VA(SNR), VT(SNR), WV(S2), ON(S1)"
Monarda punctata,"AL(SNR), AR(SNR), CA(SNR), CT(SU), DC(SNR), DE(SNR), FL(SNR), GA(SNR), GS(P1), IA(S4), IL(SNR), IN(SNR), KS(SNR), KY(SX), LA(SNR), MA(SNR), MD(SNR), MI(SNR), MN(SNR), MO(SNR), MS(SNR), NC(S4), NJ(SNR), NM(SNR), NY(SNR), OH(S1), OK(SNR), PA(SH), SC(SNR), TN(SNR), TV(SNR), TX(SNR), VA(SNR), VT(S1), WI(SNR), ON(S1), QC(S1)"
Monarda punctata ssp. punctata,"AL(SNR), AR(SNR), CA(SNR), CT(SNR), DC(SNR), DE(S5), FL(SNR), GA(SNR), IA(SNR), IL(SNR), IN(SNR), KS(SNR), KY(SNR), LA(SNR), MA(SNR), MD(SNR), MI(SNR), MN(SNR), MO(SNR), MS(SNR), NC(SNR), NJ(SNR), NM(SNR), NY(S1?), OH(SNR), OK(SNR), PA(SNR), SC(SNR), TN(SNR), TX(SNR), VA(SNR), VT(SNR), WI(SNR), ON(S1)"
Monarda punctata var. punctata,"AL(SNR), AR(SNR), CA(SNR), DC(SNR), DE(SNR), FL(SNR), GA(SNR), KY(S1), LA(SNR), MD(SNR), MS(SNR), NC(S4), NJ(S3S4), PA(SNR), SC(SNR), TN(SNR), TX(SNR), VA(SNR)"
Monarda punctata var. villicaulis,"AR(SNR), CT(SNR), IA(SNR), IL(SNR), IN(SNR), KY(SNR), MA(SNR), MI(SNR), MN(SNR), MO(S3), NC(SNR), NJ(S4), NY(S4), OH(SNR), OK(SNR), PA(SNR), TN(SNR), VT(SNR), WI(SNR), QC(S1)"
Monotropa hypopithys,"AK(SNR), AL(S2), AR(SNR), AZ(SNR), CA(SNR), CO(S2), CT(SNR), DC(SNR), DE(S2), FL(S1), GA(S4), GS(P3), IA(S1), ID(SNR), IL(SNR), IN(S3), KS(S1), KY(SNR), LA(S2), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MS(SNR), MT(S3?), NC(S4), NE(S1), NH(SNR), NJ(S3S4), NM(SNR), NY(S4), OH(SNR), OK(S1), OR(SNR), PA(SNR), RI(SNR), SC(SNR), TN(SNR), TV(SNR), TX(SNR), VA(SNR), VT(SNR), WA(SNR), WI(SNR), WV(S5), WY(S2), AB(S2), BC(S3S4), MB(S1), NB(S4), NF(S3), NS(S4), ON(S4), PE(S3), QC(S4), SK(S1S2)"
Monotropa uniflora,"AK(S1S2), AL(SNR), AR(SNR), CA(S2S3), CT(SNR), DC(SNR), DE(S5), FL(S3), GA(SNR), GS(P4P5), IA(S4), ID(SNR), IL(SNR), IN(SNR), KS(SNR), KY(S5?), LA(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MS(SNR), MT(S4), NC(S4), ND(S3), NE(S1), NH(SNR), NJ(S5), NY(S5), OH(SNR), OK(S1), OR(SNR), PA(SNR), RI(SNR), SC(SNR), SD(S1), TN(SNR), TX(SNR), VA(SNR), VT(SNR), WA(SNR), WI(SNR), WV(S5), AB(S3), BC(S4), LB(SNR), MB(S4), NB(S5), NF(S5), NS(S5), ON(S5), PE(S5), QC(S4S5), SK(S4?)"
Myrica heterophylla,"AL(SNR), AR(SNR), DE(S2), FL(SNR), GA(SNR), LA(SNR), MD(S1), MS(SNR), NC(S5), NJ(S2S3), PA(SH), SC(SNR), TX(SNR), VA(SNR)"
Myrica pensylvanica,"CT(SNR), DC(SNR), DE(S5), MA(SNR), MD(SNR), ME(SNR), NC(S3), NH(SNR), NJ(S5), NY(S4), OH(S1), PA(S4), RI(SNR), VA(SNR), NB(S5), NF(S2), NS(S5), ON(S1), PE(S5), QC(S3)"
Morus rubra,"AL(SNR), AR(SNR), CT(SU), DC(S5), DE(S3), FL(SNR), GA(SNR), GS(P2P3), IA(S4), IL(S5), IN(SNR), KS(SNR), KY(S5), LA(SNA), MA(S1), MD(SNR), MI(S2), MN(SH), MO(SNR), MS(SNR), NC(S5), NE(SNR), NJ(SNR), NY(S5), OH(SNR), OK(SNR), PA(S4), RI(SNR), SC(SNR), SD(SNR), TN(SNR), TX(SNR), VA(SNR), VT(S1), WI(SNR), WV(S5), BC(SNA), ON(S2)"
Morus rubra var. rubra,"AL(SNR), AR(SNR), CT(SNR), DE(SNR), FL(SNR), GA(SNR), IA(SNR), IL(SNR), IN(SNR), KS(SNR), KY(SNR), LA(SNR), MA(SNR), MD(SNR), MI(SNR), MN(SNR), MO(SNR), MS(SNR), NC(SNR), NE(SNR), NJ(S4), NY(SNR), OH(SNR), OK(SNR), PA(SNR), RI(SNR), SC(SNR), SD(SNR), TN(SNR), TX(SNR), VA(SNR), VT(SNR), WI(SNR), WV(S5), BC(SNA), ON(S2)"
Muhlenbergia asperifolia,"AZ(SNR), CA(SNR), CO(SNR), IA(SU), ID(SNR), IL(S3), IN(SNR), KS(SNR), MD(SNR), MI(SNA), MN(SNR), MO(S1), MT(S4), ND(SNR), NE(SNR), NM(SNR), NV(SNR), NY(SNA), OH(SNR), OK(SNR), OR(SNR), PA(SNR), SD(SNR), TX(SNR), UT(SNR), WA(SNR), WI(SNR), WY(S3), AB(S3), BC(S4), MB(S4), ON(SNA), SK(S4S5)"
Muhlenbergia capillaris,"AL(SNR), AR(SNR), CT(S1), DC(SH), DE(SH), FL(SNR), GA(SNR), IL(S2S3), IN(S1), KS(S2), KY(S3S4), LA(S5), MA(SH), MD(S1), MO(SNR), MS(SNR), NC(S3), NJ(SNR), NY(SX), OH(SH), OK(SNR), PA(SX), SC(SNR), TN(SNR), TX(SNR), VA(SNR), WV(S1)"
Muhlenbergia capillaris var. capillaris,"AL(SNR), AR(SNR), CT(SNR), DE(SNR), FL(SNR), GA(SNR), IL(SNR), IN(SNR), KS(SNR), KY(SNR), LA(SNR), MA(SNR), MD(SNR), MO(SNR), MS(SNR), NC(SNR), NJ(S1), NY(SNR), OH(SNR), OK(SNR), PA(SNR), SC(SNR), TN(SNR), TX(SNR), VA(SNR), WV(S1)"
Muhlenbergia cuspidata,"AR(SNR), CO(SNR), IA(S3), IL(S2), IN(S1), KS(SNR), KY(S2), MI(SX), MN(SNR), MO(SNR), MT(SU), ND(SNR), NE(SNR), NM(SNR), OH(S1), OK(SNR), PA(SNR), SD(SNR), TN(S1), TV(SNR), VA(S2), WI(SNR), WY(S3), AB(S4), MB(S4), ON(S1), SK(S4S5)"
Muhlenbergia frondosa,"AR(SNR), CT(SNR), DC(SNR), DE(S4), GA(SNR), GS(P1), IA(S5), IL(S5), IN(SNR), KS(SNR), KY(S4S5), LA(SU), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), NC(S3), ND(SNR), NE(SNR), NH(SNR), NJ(S4), NY(S5), OH(SNR), OK(SNR), PA(SNR), RI(SNR), SD(SNR), TN(SNR), TX(SNR), UT(SNR), VA(SNR), VT(SNR), WI(SNR), WV(S5), NB(S3), ON(S4), QC(S3)"
Muhlenbergia glomerata,"CT(SNR), DC(SH), IA(S3), ID(S2), IL(S2), IN(SNR), KY(SNR), MA(SNR), MD(SH), ME(SNR), MI(SNR), MN(SNR), MT(SU), NC(S1), ND(SNR), NE(S2), NH(SNR), NJ(S2), NV(SNR), NY(S5), OH(SNR), OR(SNR), PA(SNR), RI(SNR), SD(SNR), TV(SNR), VA(S2), VT(SNR), WA(S1S2), WI(SNR), WV(SNR), WY(S2), AB(S4), BC(S3S4), MB(S4), NB(S4), NF(S3S5), NS(S4), NT(SNR), ON(S5), PE(S1S2), QC(S4S5), SK(S5), YT(S1)"
Muhlenbergia mexicana,"AL(SNR), AR(SNR), AZ(SNR), CA(SNR), CO(SNR), CT(SNR), DE(SH), IA(S4), ID(SNR), IL(S3S4), IN(SNR), KS(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MT(SU), NC(S1), ND(SNR), NE(SNR), NH(SNR), NJ(S4), NM(SNR), NV(SNR), NY(S5), OH(SNR), OK(SNR), OR(SNR), PA(SNR), RI(SNR), SD(SNR), TN(SU), TX(S1), UT(S1), VA(S3S4), VT(SNR), WA(SNR), WI(SNR), WV(S2), WY(S1?), BC(S4), MB(S4), NB(S5), NS(S4), ON(S5), QC(S5), YT(SH)"
Muhlenbergia schreberi,"AL(SNR), AR(SNR), AZ(SU), CA(SNR), CO(SNA), CT(SNR), DC(SNR), DE(S5), FL(SNR), GA(SNR), GS(P5), IA(S4), IL(S5), IN(SNR), KS(SNR), KY(S5), LA(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MS(SNR), NC(S5), NE(SNR), NH(SNR), NJ(S5), NY(S5), OH(SNR), OK(SNR), PA(SNR), RI(SNR), SC(SNR), SD(SNR), TN(SNR), TX(SNR), UT(S1), VA(SNR), VT(S1), WI(SNR), WV(S5), ON(S4)"
Muhlenbergia sobolifera,"AL(S1), AR(SNR), CT(SNR), DC(SNR), DE(S2), GA(S1?), IA(S3), IL(S3S4), IN(SNR), KS(SNR), KY(S5), MA(SNR), MD(SNR), ME(SH), MN(SU), MO(SNR), MS(S4?), NC(SH), NE(S2S4), NH(S1), NJ(S4), NY(S5), OH(SNR), OK(SNR), PA(SNR), RI(SNR), TN(SNR), TV(SNR), TX(SNR), VA(SNR), VT(S2), WI(SNR), WV(S4), ON(S1)"
Muhlenbergia sylvatica,"AL(SNR), AR(SNR), AZ(SNR), CT(SNR), DC(SNR), DE(SH), GA(S1?), GS(P1), IA(S3), IL(S3S4), IN(SNR), KS(S2), KY(S5), MA(SNR), MD(S3), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MS(SU), NC(S1S2), NE(SNR), NH(SNR), NJ(SNR), NY(SNR), OH(SNR), OK(SNR), PA(SNR), RI(SNR), SD(SNR), TN(SNR), TV(SNR), TX(SNR), VA(SNR), VT(S1), WI(SNR), WV(S4), BC(SNR), ON(S2), QC(S2)"
Muhlenbergia sylvatica var. robusta,"CT(SNR), MA(SNR), ME(SNR), NH(SNR), NJ(S2), NY(SNR), PA(SNR), RI(SNR), VT(SNR)"
Muhlenbergia sylvatica var. sylvatica,"AL(SNR), AR(SNR), AZ(SNR), CT(SNR), DC(SNR), DE(SNR), GA(SNR), IA(SNR), IL(SNR), IN(SNR), KS(SNR), KY(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MS(SNR), NC(SNR), NE(SNR), NH(SNR), NJ(S3), NY(S5), OH(SNR), OK(SNR), PA(SNR), RI(SNR), SD(SNR), TN(SNR), TX(SNR), VA(SNR), VT(SNR), WI(SNR), WV(SNR), BC(SNR), ON(S2), QC(SNR)"
Muhlenbergia tenuiflora,"AL(SNR), AR(SNR), CT(SNR), DC(SNR), DE(S2), GA(SNR), GS(P1), IA(S3), IL(S3S4), IN(SNR), KY(S5), MA(SNR), MD(SNR), MI(SNR), MO(SNR), MS(S1S2), NC(S3?), NE(S1), NH(SH), NJ(SNR), NY(S5), OH(SNR), OK(SH), PA(SNR), RI(SNR), SC(SNR), TN(SNR), TV(SNR), VA(SNR), VT(S3), WI(SNR), WV(S4), MXSO(S2), ON(S2), QC(S1)"
Muhlenbergia tenuiflora var. tenuiflora,"AL(SNR), AR(SNR), CT(SNR), DE(SNR), GA(SNR), IA(SNR), IL(SNR), IN(SNR), KY(SNR), MA(SNR), MD(SNR), MI(SNR), MO(SNR), MS(SNR), NC(SNR), NE(SNR), NH(SNR), NJ(S4), NY(SNR), OH(SNR), OK(SNR), PA(SNR), RI(SNR), SC(SNR), TN(SNR), VA(SNR), VT(SNR), WI(SNR), WV(SNR), ON(S2), QC(S1)"
Muhlenbergia uniflora,"CT(SNR), DE(SNR), MA(SNR), ME(SNR), MI(SNR), MN(S3), NH(SNR), NJ(S4), NY(S4), PA(S2), RI(SNR), VT(S2S3), WI(SNR), BC(SNA), LB(SNR), NB(S5), NF(S3S5), NS(S5), ON(S4), QC(S4)"
Muhlenbergia x curtisetosa,"AR(SNA), IA(SNA), IL(S1), IN(SNA), MO(SNR), OH(SNA), PA(S5), ON(SNA)"
Myosotis laxa,"AL(SNR), CA(SNR), CT(SNR), DC(SNR), DE(S3), GA(SNR), ID(SNR), IN(S1), KY(S1?), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MT(SNR), NC(S2S3), NE(S1), NH(SNR), NJ(S4), NV(SNR), NY(S5), OH(SNR), OR(SNR), PA(SNR), RI(S2), TN(SNR), UT(SNR), VA(SNR), VT(S2), WA(SNR), WI(S2), WV(S4), WY(SNR), AB(SNA), BC(S5), NB(S5), NF(SU), NS(S5), ON(S5), PE(S4), QC(S4S5)"
Myosotis macrosperma,"AL(SNR), AR(SNR), DC(SX), DE(S1), FL(SNR), GA(SNR), GS(P2), IL(SNR), IN(S3), KY(S4S5), LA(SNR), MD(S2S3), MO(SU), MS(SNR), NC(S4), OH(SNR), OK(SNR), OR(SNR), PA(SNR), SC(SNR), TN(SNR), TX(SNR), VA(SNR), WV(S2), ON(S1)"
Myosotis verna,"AL(SNR), AR(SNR), AZ(SNR), CA(SNR), CT(SNR), DC(S1), DE(SH), GA(SNR), GS(P1), IA(S4), ID(SNR), IL(SNR), IN(SNR), KS(SNR), KY(S5), LA(SNR), MA(SNR), MD(S3), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MS(SNR), MT(SU), NC(S4), NE(S1), NH(SNR), NJ(S3S4), NY(S5), OH(SNR), OK(SNR), OR(SNR), PA(SNR), RI(SNR), SC(SNR), SD(SNR), TN(SNR), TX(SNR), VA(SNR), VT(S1S2), WA(SNR), WI(SNR), WV(S4), WY(S1), BC(S3S4), ON(S4?), QC(S1)"
Myosurus minimus,"AL(SNR), AR(SNR), AZ(SNR), CA(SNR), CO(SNR), DE(SNA), FL(SNR), GA(SNR), IA(S3), ID(SNR), IL(S4S5), IN(SNR), KS(SNR), KY(S5), LA(SNR), MA(SNR), MN(S4), MO(SNR), MS(SNR), MT(S3S4), NC(S3), ND(SNR), NE(SNR), NM(SNR), NV(SNR), OK(SNR), OR(SNR), PA(SNR), SC(SNR), SD(SNR), TN(SNR), TX(SNR), UT(SNR), VA(SNR), WA(SNR), WI(SNA), WV(S1), WY(S3), MXSO(SNR), AB(S4), BC(S3S4), MB(S1), ON(S2), SK(S2S3)"
Myrica gale,"AK(SNR), CT(SNR), MA(SNR), ME(SNR), MI(SNR), MN(SNR), NC(S1), NH(SNR), NJ(S3), NY(S5), OR(S1?), PA(S2), RI(SNR), TN(SNR), TV(SNR), VA(SNR), VT(SNR), WA(SNR), WI(SNR), AB(S3S4), BC(S5), LB(S5), MB(S5), NB(S5), NF(S5), NS(S5), NT(SNR), NU(SNR), ON(S5), PE(S5), QC(S5), SK(S5), YT(S4)"
Myrica gale var. gale,"CT(SNR), MA(SNR), ME(SNR), MI(SNR), MN(SNR), NC(SNR), NH(SNR), NJ(SNR), NY(SNR), PA(SNR), RI(SNR), TN(SNR), VA(SNR), VT(SNR), WI(SNR), AB(SNR), BC(SNR), LB(SNR), MB(S5), NB(SNR), NF(SNR), NS(SNR), NT(SNR), NU(SNR), ON(SNR), PE(SNR), QC(SNR), SK(SNR)"
Myrica gale var. subglabra,"CT(SNR), MA(SNR), ME(SNR), MI(SNR), NH(SNR), NJ(SNR), NY(SNR), PA(SNR), RI(SNR), VT(SNR), LB(SNR), MB(S5), NF(SNR), NS(SNR), ON(SNR), QC(SNR)"
Myriophyllum farwellii,"AK(S1), CT(SNR), MA(S1), ME(SNR), MI(S2), MN(SNR), NH(S1), NY(S2), PA(S3), RI(SNR), VT(S2), WI(S4), BC(S3S4), LB(SNR), MB(S1), NB(S3), NF(S1S2), NS(S2), ON(S4), QC(S3?)"
Myriophyllum heterophyllum,"AL(SNR), AR(SNR), CT(SNR), DE(SU), FL(SNR), GA(SNR), IA(S1), IL(SNR), IN(SNR), KS(S2), KY(S3?), LA(SNR), MA(SNR), MD(S1), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MS(SNR), NC(S3?), ND(SU), NH(SNR), NJ(S2), NM(SNR), NY(S5), OH(S1), OK(SNR), PA(S4), PA(S4), RI(SNR), SC(SNR), SD(S1), TN(SNR), TV(SNR), TX(SNR), VA(S4), WI(SNR), WV(S3), AB(SNR), BC(SNA), NB(S3), ON(S4?), QC(S2)"
Myriophyllum humile,"CT(SNR), DE(S3), MA(SNR), MD(S4), ME(SNR), MN(SNR), NH(SNR), NJ(S4), NY(S5), PA(SNR), RI(SNR), VA(S1), VT(S2), WI(SNR), NB(S2), NS(S4), QC(S1S2)"
Myriophyllum sibiricum,"AK(SNR), AZ(SNR), CA(SNR), CO(SNR), CT(S1), DE(SU), IA(SNR), ID(SNR), IL(SNR), IN(SNR), KS(S2), MA(S1S2), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MT(SNR), ND(SNR), NE(SNR), NH(SNR), NJ(S1), NM(SNR), NV(SNR), NY(S5), OH(S2), OK(SNR), OR(S3), PA(S1), RI(SNR), SD(SNR), UT(SNR), VT(SNR), WA(SNR), WI(SNR), WV(S2), WY(S3), AB(S5), BC(S4), LB(SNR), MB(S5), NB(S3), NF(S2), NS(S3S4), NT(SNR), NU(SNR), ON(S5), PE(S4), QC(S4S5), SK(S5), YT(S5)"
Myriophyllum tenellum,"CT(S4), IN(S1), MA(SNR), MD(SH), ME(SNR), MI(SNR), MN(SNR), NC(S1), NH(SNR), NJ(S1), NY(S4), PA(S2), RI(SNR), VT(SNR), WI(SNR), LB(SNR), NB(S4), NF(S3), NS(S5), ON(S4), PE(S1), QC(S3S4)"
Myriophyllum verticillatum,"AK(S3), AR(SNR), CA(SNR), CO(S1), CT(SU), DE(SU), FL(SNR), GA(SNR), IA(S1), ID(SNR), IL(SNR), IN(S2), LA(SNR), MA(S1), MD(SU), ME(SNR), MI(SNR), MN(SNR), MT(SU), ND(SNR), NE(S1), NH(SNR), NJ(SH), NY(S4), OH(S1), OR(SNR), PA(S1), SD(SNR), TX(SNR), UT(S1), VT(S2S3), WA(SNR), WI(SNR), WV(SH), WY(S1), AB(S3), BC(S4), LB(SNR), MB(SU), NB(S3), NF(S2), NS(S2), NT(SNR), ON(S5), PE(SH), QC(S3?), SK(S3), YT(S3S4)"
Najas flexilis,"AK(S1S2), AZ(SNR), CA(SNR), CT(SNR), DC(SNR), DE(SU), FL(SNR), GA(SNR), IA(S4), ID(SNR), IL(S3S4), IN(SNR), KY(S1?), MA(SNR), MD(S3), ME(SNR), MI(SNR), MN(SNR), MO(SH), MS(SNR), MT(S4), NC(SNR), ND(S3), NE(SNR), NH(SNR), NJ(S4), NY(S5), OH(SNR), OR(SNR), PA(SNR), RI(SNR), SC(S1), SD(SNR), UT(SNR), VA(S4), VT(SNR), WA(SNR), WI(SNR), WV(S2), WY(S1), MXSO(SNR), AB(S2), BC(S5), MB(S4), NB(S5), NF(S2), NS(S5), NT(SNR), ON(S5), PE(S1), QC(S5), SK(S2), YT(S1)"
Najas gracillima,"AL(S1), CA(SNR), CT(SNR), DE(S1), GA(SNR), IA(SNR), IL(S2), IN(S1), KY(S2S3), MA(SNR), MD(SU), ME(S3), MI(SNR), MN(S3), MO(S2), MS(SNR), NC(S2), NH(SNR), NJ(S3S4), NY(S4), OH(S1), PA(S4), RI(SNR), SC(SNR), TN(SNR), TV(SNR), VA(S4), VT(S1), WI(SNR), WV(S2), NB(S2), NS(S1S2), ON(S2)"
